split,family,task,source_id,review_status,system,user,assistant,approved,review_note
train,food,rewrite_malmo_medium,food-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det här kaffet smakar mycket svagt.,Det här kaffet smakar ju nästan ingenting.,,
train,food,neutralize,food-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det här kaffet smakar ju nästan ingenting.,Det här kaffet smakar mycket svagt.,,
train,food,rewrite_slang,food-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill inte äta något som har stått framme hela dagen.,Jag tänker inte äta något som stått framme hela dagen.,,
train,food,rewrite_malmo_mild,food-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill inte äta något som har stått framme hela dagen.,Jag äter inte något som har stått framme hela dagen.,,
train,food,rewrite_malmo_medium,food-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill inte äta något som har stått framme hela dagen.,"Nä, jag äter inte det där när det har stått framme hela dagen.",,
train,food,neutralize,food-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, jag äter inte det där när det har stått framme hela dagen.",Jag vill inte äta något som har stått framme hela dagen.,,
train,food,rewrite_slang,food-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Vi behöver köpa mjölk innan affären stänger.,Vi måste köpa mjölk innan affären stänger.,,
train,food,rewrite_malmo_mild,food-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Vi behöver köpa mjölk innan affären stänger.,Vi får köpa mjölk innan affären stänger.,,
train,food,rewrite_malmo_medium,food-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi behöver köpa mjölk innan affären stänger.,Vi får dra och köpa mjölk innan affären stänger.,,
train,food,neutralize,food-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi får dra och köpa mjölk innan affären stänger.,Vi behöver köpa mjölk innan affären stänger.,,
train,food,rewrite_slang,food-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det luktar illa från kylskåpet.,Det luktar riktigt illa från kylen.,,
train,food,rewrite_malmo_mild,food-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det luktar illa från kylskåpet.,Det luktar räligt från kylen.,,
train,food,rewrite_malmo_medium,food-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det luktar illa från kylskåpet.,Det luktar riktigt räligt från kylen.,,
train,food,neutralize,food-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det luktar riktigt räligt från kylen.,Det luktar illa från kylskåpet.,,
train,food,chat_malmo_mild,food-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Vad kan jag laga snabbt?,"Gör något enkelt med det du redan har hemma, till exempel pasta, ägg eller en smörgås.",,
train,food,chat_malmo_medium,food-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Vad kan jag laga snabbt?,"Ta något enkelt av det du har hemma, typ pasta, ägg eller en macka.",,
train,food,chat_malmo_mild,food-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Maten har stått framme hela dagen.,Ät den inte om du är osäker på hur länge den har stått eller om den fortfarande är säker.,,
train,food,chat_malmo_medium,food-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Maten har stått framme hela dagen.,Ät inte den där om du är osäker på hur länge den har stått.,,
train,technology,rewrite_slang,technology-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Programmet startar inte längre.,Programmet drar inte igång längre.,,
train,technology,rewrite_malmo_mild,technology-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Programmet startar inte längre.,Programmet startar inte alls längre.,,
train,technology,rewrite_malmo_medium,technology-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Programmet startar inte längre.,Programmet vägrar dra igång nu.,,
train,technology,neutralize,technology-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Programmet vägrar dra igång nu.,Programmet startar inte längre.,,
train,technology,rewrite_slang,technology-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag förstår inte var inställningen finns.,Jag fattar inte var inställningen ligger.,,
train,technology,rewrite_malmo_mild,technology-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag förstår inte var inställningen finns.,Jag fattar inte var den inställningen finns.,,
train,technology,rewrite_malmo_medium,technology-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag förstår inte var inställningen finns.,Jag fattar inte var de har gömt den inställningen.,,
train,technology,neutralize,technology-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag fattar inte var de har gömt den inställningen.,Jag förstår inte var inställningen finns.,,
train,technology,rewrite_slang,technology-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det är krångligt att koppla ihop alla delarna.,Det är struligt att koppla ihop alla delarna.,,
train,technology,rewrite_malmo_mild,technology-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det är krångligt att koppla ihop alla delarna.,Det är lite klyddigt att koppla ihop alla delarna.,,
train,technology,rewrite_malmo_medium,technology-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det är krångligt att koppla ihop alla delarna.,Det är ett jäkla klydd att få ihop alla delarna.,,
train,technology,neutralize,technology-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det är ett jäkla klydd att få ihop alla delarna.,Det är krångligt att koppla ihop alla delarna.,,
train,technology,rewrite_slang,technology-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Uppdateringen gjorde datorn långsammare.,Uppdateringen gjorde datorn segare.,,
train,technology,rewrite_malmo_mild,technology-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Uppdateringen gjorde datorn långsammare.,Datorn blev segare efter uppdateringen.,,
train,technology,rewrite_malmo_medium,technology-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Uppdateringen gjorde datorn långsammare.,Datorn blev riktigt seg efter uppdateringen.,,
train,technology,neutralize,technology-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Datorn blev riktigt seg efter uppdateringen.,Uppdateringen gjorde datorn långsammare.,,
train,technology,rewrite_slang,technology-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill inte förlora mina sparade filer.,Jag vill inte bli av med mina sparade filer.,,
train,technology,rewrite_malmo_mild,technology-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill inte förlora mina sparade filer.,Jag vill inte riskera att bli av med mina filer.,,
train,technology,rewrite_malmo_medium,technology-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill inte förlora mina sparade filer.,Jag tänker inte chansa och bli av med mina filer.,,
train,technology,neutralize,technology-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag tänker inte chansa och bli av med mina filer.,Jag vill inte förlora mina sparade filer.,,
train,technology,rewrite_slang,technology-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Nätverket kopplar från hela tiden.,Nätet kopplar ner hela tiden.,,
train,technology,rewrite_malmo_mild,technology-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Nätverket kopplar från hela tiden.,Nätet tappar anslutningen hela tiden.,,
train,technology,rewrite_malmo_medium,technology-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Nätverket kopplar från hela tiden.,Nätet bara dör hela tiden.,,
train,technology,neutralize,technology-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Nätet bara dör hela tiden.,Nätverket kopplar från hela tiden.,,
train,technology,chat_malmo_mild,technology-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Programmet startar inte. Vad börjar jag med?,"Starta om programmet, kontrollera loggen och se om problemet började efter en uppdatering.",,
train,technology,chat_malmo_medium,technology-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Programmet startar inte. Vad börjar jag med?,"Börja med att starta om, kolla loggen och se om det började efter uppdateringen.",,
train,technology,chat_malmo_mild,technology-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Kan jag radera cachemappen?,Kontrollera först vad programmet lagrar där och gör en säkerhetskopia om innehållet kan behövas.,,
train,technology,chat_malmo_medium,technology-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Kan jag radera cachemappen?,Kolla först vad som ligger där. Ta en backup om något kan behövas.,,
train,home,rewrite_slang,home-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det är mycket stökigt i köket.,Det är skitstökigt i köket.,,
train,home,rewrite_malmo_mild,home-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det är mycket stökigt i köket.,Det är riktigt stökigt i köket.,,
train,home,rewrite_malmo_medium,home-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det är mycket stökigt i köket.,Det ser ut som fan i köket.,,
train,home,neutralize,home-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det ser ut som fan i köket.,Det är mycket stökigt i köket.,,
train,home,rewrite_slang,home-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag orkar inte städa allt i kväll.,Jag pallar inte städa allt i kväll.,,
train,home,rewrite_malmo_mild,home-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag orkar inte städa allt i kväll.,Jag orkar inte ta hela städningen i kväll.,,
train,home,rewrite_malmo_medium,home-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag orkar inte städa allt i kväll.,Jag pallar inte fixa allt det där i kväll.,,
train,home,neutralize,home-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag pallar inte fixa allt det där i kväll.,Jag orkar inte städa allt i kväll.,,
train,home,rewrite_slang,home-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Släng den gamla kartongen i containern.,Släng den gamla kartongen i containern.,,
train,home,rewrite_malmo_mild,home-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Släng den gamla kartongen i containern.,Hutta den gamla kartongen i containern.,,
train,home,rewrite_malmo_medium,home-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Släng den gamla kartongen i containern.,Hutta kartongen i containern när du går.,,
train,home,neutralize,home-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Hutta kartongen i containern när du går.,Släng den gamla kartongen i containern.,,
train,home,rewrite_slang,home-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Lampan i hallen fungerar inte.,Lampan i hallen funkar inte.,,
train,home,rewrite_malmo_mild,home-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Lampan i hallen fungerar inte.,Lampan i hallen funkar inte alls.,,
train,home,rewrite_malmo_medium,home-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Lampan i hallen fungerar inte.,Lampan i hallen har lagt av.,,
train,home,neutralize,home-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Lampan i hallen har lagt av.,Lampan i hallen fungerar inte.,,
train,home,rewrite_slang,home-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag hittar inte nycklarna någonstans.,Jag hittar fan inte nycklarna någonstans.,,
train,home,rewrite_malmo_mild,home-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag hittar inte nycklarna någonstans.,Jag hittar inte nycklarna alls.,,
train,home,rewrite_malmo_medium,home-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag hittar inte nycklarna någonstans.,Jag fattar inte var jag har lagt nycklarna.,,
train,home,neutralize,home-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag fattar inte var jag har lagt nycklarna.,Jag hittar inte nycklarna någonstans.,,
train,home,rewrite_slang,home-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Tvättmaskinen låter konstigt.,Tvättmaskinen låter skumt.,,
train,home,rewrite_malmo_mild,home-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Tvättmaskinen låter konstigt.,Tvättmaskinen låter riktigt konstigt.,,
train,home,rewrite_malmo_medium,home-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Tvättmaskinen låter konstigt.,Tvättmaskinen låter helt skum nu.,,
train,home,neutralize,home-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Tvättmaskinen låter helt skum nu.,Tvättmaskinen låter konstigt.,,
train,home,chat_malmo_mild,home-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Jag hittar inte nycklarna.,"Kontrollera fickor, väskor, hallen och platsen där du senast använde dem.",,
train,home,chat_malmo_medium,home-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Jag hittar inte nycklarna.,"Kolla fickor, väskor, hallen och där du hade dem senast.",,
train,home,chat_malmo_mild,home-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Tvättmaskinen låter konstigt.,Stoppa den om ljudet är kraftigt och kontrollera att den står jämnt och inte är överlastad.,,
train,home,chat_malmo_medium,home-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Tvättmaskinen låter konstigt.,Stäng av den om det låter illa och kolla att den står jämnt och inte är överfull.,,
train,friends,rewrite_slang,friends-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Han svarar aldrig när man ringer.,Han svarar aldrig när man ringer honom.,,
train,friends,rewrite_malmo_mild,friends-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Han svarar aldrig när man ringer.,Han svarar ju aldrig när man ringer.,,
train,friends,rewrite_malmo_medium,friends-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Han svarar aldrig när man ringer.,"Han svarar aldrig när man ringer, den pågen.",,
train,friends,neutralize,friends-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Han svarar aldrig när man ringer, den pågen.",Han svarar aldrig när man ringer.,,
train,friends,rewrite_slang,friends-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag tror inte på den förklaringen.,Jag köper inte den förklaringen.,,
train,friends,rewrite_malmo_mild,friends-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag tror inte på den förklaringen.,Den förklaringen köper jag inte.,,
train,friends,rewrite_malmo_medium,friends-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag tror inte på den förklaringen.,"Nä, den där förklaringen köper jag inte.",,
train,friends,neutralize,friends-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, den där förklaringen köper jag inte.",Jag tror inte på den förklaringen.,,
train,friends,rewrite_slang,friends-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Hon är mycket otålig inför resan.,Hon är helt rastlös inför resan.,,
train,friends,rewrite_malmo_mild,friends-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Hon är mycket otålig inför resan.,Hon är helt hialös inför resan.,,
train,friends,rewrite_malmo_medium,friends-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Hon är mycket otålig inför resan.,Hon är så hialös inför resan att hon knappt kan sitta still.,,
train,friends,neutralize,friends-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Hon är så hialös inför resan att hon knappt kan sitta still.,Hon är mycket otålig inför resan.,,
train,friends,rewrite_slang,friends-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Vi bestämde att träffas efter arbetet.,Vi bestämde att ses efter jobbet.,,
train,friends,rewrite_malmo_mild,friends-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Vi bestämde att träffas efter arbetet.,Vi sa att vi skulle ses efter jobbet.,,
train,friends,rewrite_malmo_medium,friends-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi bestämde att träffas efter arbetet.,Vi sa att vi ses efter jobbet.,,
train,friends,neutralize,friends-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi sa att vi ses efter jobbet.,Vi bestämde att träffas efter arbetet.,,
train,friends,rewrite_slang,friends-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill inte diskutera det här inför alla.,Jag tänker inte ta det här framför alla.,,
train,friends,rewrite_malmo_mild,friends-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill inte diskutera det här inför alla.,Jag vill inte ta det här när alla hör.,,
train,friends,rewrite_malmo_medium,friends-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill inte diskutera det här inför alla.,"Nä, vi tar inte det här framför hela gänget.",,
train,friends,neutralize,friends-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, vi tar inte det här framför hela gänget.",Jag vill inte diskutera det här inför alla.,,
train,friends,rewrite_slang,friends-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",De kom mycket senare än avtalat.,De kom skitsent.,,
train,friends,rewrite_malmo_mild,friends-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",De kom mycket senare än avtalat.,De kom mycket senare än vi hade sagt.,,
